interest,registration,vote_2016,vote_intention,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,state,congress_district,language,vote_biden,age_group,race,education_level,stateicp
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Northeast,not hispanic,White,"$100,000 to $149,999",PA,PA17,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,pennsylvania
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,male,Northeast,hispanic,White,"$50,000 to $99,999",NH,NH01,"Yes, we speak Spanish.",0,age_60_or_more,white,Post secondary or higher,new hampshire
Only now and then,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,Midwest,not hispanic,White,"Less than $50,000",IL,IL18,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,illinois
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,West,not hispanic,White,"$50,000 to $99,999",CA,CA18,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,california
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,male,Northeast,hispanic,White,"$100,000 to $149,999",NJ,NJ10,"Yes, we speak Spanish.",1,age_30-44,white,Post secondary or higher,new jersey
Some of the time,Registered,Hillary Clinton,"Yes, I already voted",Moderate,Part-time employed,The United States,female,South,not hispanic,Asian (Other),"Less than $50,000",GA,,"No, we speak only English.",1,age_45-59,asian,Post secondary or higher,georgia
Most of the time,Registered,Hillary Clinton,"Yes, I already voted",Moderate,Retired,The United States,female,South,not hispanic,White,"$50,000 to $99,999",FL,FL17,"No, we speak only English.",1,age_60_or_more,white,High school or less,florida
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,South,hispanic,"Black, or African American","$50,000 to $99,999",NC,NC09,"No, we speak only English.",1,age_30-44,black,Post secondary or higher,north carolina
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Permanently disabled,The United States,female,South,not hispanic,White,"Less than $50,000",TX,TX30,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,texas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Homemaker,The United States,male,Northeast,not hispanic,White,"$250,000 and above",NY,NY26,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,new york
Most of the time,Not registered,"Did not vote, but was eligible","Yes, I will vote",Not Sure,Homemaker,The United States,female,West,hispanic,White,"Less than $50,000",NV,NV01,"Yes, we speak Spanish.",0,age_18-29,white,High school or less,nevada
Some of the time,Registered,Hillary Clinton,"Yes, I already voted",Very Liberal,Full-time employed,The United States,female,South,not hispanic,White,"$150,000 to $199,999",FL,FL21,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,florida
Some of the time,Registered,Hillary Clinton,"Yes, I already voted",Moderate,Retired,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",GA,GA08,"No, we speak only English.",1,age_60_or_more,black,High school or less,georgia
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Part-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",LA,LA03,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,louisiana
Most of the time,Registered,Hillary Clinton,"Yes, I already voted",Moderate,Retired,The United States,female,South,not hispanic,White,"$50,000 to $99,999",FL,FL17,"No, we speak only English.",1,age_60_or_more,white,High school or less,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Unemployed or temporarily on layoff,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",MA,MA05,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,massachusetts
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Part-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MI,MI07,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,michigan
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,female,Northeast,not hispanic,White,"Less than $50,000",PA,PA17,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,pennsylvania
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Part-time employed,The United States,male,West,hispanic,"Black, or African American","Less than $50,000",CA,CA34,"No, we speak only English.",1,age_18-29,black,Post secondary or higher,california
Most of the time,Registered,Donald Trump,"Yes, I already voted",Very Conservative,Retired,The United States,male,South,not hispanic,White,"$50,000 to $99,999",FL,FL17,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,florida
Only now and then,Registered,Donald Trump,"Yes, I will vote",Conservative,Unemployed or temporarily on layoff,The United States,female,West,not hispanic,White,"Less than $50,000",OR,OR02,"No, we speak only English.",0,age_45-59,white,High school or less,oregon
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Self-employed,The United States,female,West,not hispanic,White,"Less than $50,000",AK,AK00,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,alaska
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,White,"$50,000 to $99,999",TX,TX17,"No, we speak only English.",0,age_45-59,white,High school or less,texas
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Self-employed,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",NY,,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,new york
Only now and then,Not registered,"Did not vote, but was eligible",Not sure,Moderate,Unemployed or temporarily on layoff,The United States,male,Northeast,not hispanic,White,"Less than $50,000",NJ,NJ06,"No, we speak only English.",0,age_45-59,white,High school or less,new jersey
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,female,South,not hispanic,White,"Less than $50,000",TX,TX36,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,texas
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,female,South,not hispanic,White,"$50,000 to $99,999",TX,TX32,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,texas
Most of the time,Not registered,"Did not vote, but was eligible","No, I am not eligible to vote",Very Conservative,Permanently disabled,The United States,female,South,not hispanic,White,"Less than $50,000",KY,KY01,"No, we speak only English.",0,age_45-59,white,High school or less,kentucky
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL15,"No, we speak only English.",0,age_18-29,white,High school or less,florida
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Homemaker,The United States,female,South,not hispanic,White,"$50,000 to $99,999",AR,AR01,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,arkansas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,female,South,not hispanic,White,"$50,000 to $99,999",TX,TX27,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,texas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",NJ,NJ12,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,new jersey
Only now and then,Registered,Donald Trump,"Yes, I already voted",Moderate,Retired,The United States,female,South,not hispanic,White,"Less than $50,000",TN,TN08,"No, we speak only English.",0,age_60_or_more,white,High school or less,tennessee
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Full-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",OH,OH07,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,ohio
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Unemployed or temporarily on layoff,Another country,female,Northeast,not hispanic,White,"$100,000 to $149,999",PA,PA05,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,pennsylvania
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,South,not hispanic,White,"$50,000 to $99,999",KY,KY02,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,kentucky
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",NC,NC06,"No, we speak only English.",0,age_45-59,white,Some post secondary,north carolina
Only now and then,Not registered,"Did not vote, but was eligible",Not sure,Conservative,Permanently disabled,The United States,female,South,not hispanic,White,"Less than $50,000",AR,TX05,"No, we speak only English.",0,age_45-59,white,High school or less,arkansas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MI,MI10,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,michigan
Only now and then,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Northeast,hispanic,American Indian or Alaska Native,"Less than $50,000",NJ,NJ08,"No, we speak only English.",0,age_45-59,"other race, nec",Post secondary or higher,new jersey
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Part-time employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",NY,NY09,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,new york
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Part-time employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",PA,PA09,"No, we speak only English.",0,age_45-59,white,Some post secondary,pennsylvania
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",ME,ME02,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,maine
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,West,not hispanic,Pacific Islander (Other),"$50,000 to $99,999",CA,CA06,"No, we speak only English.",1,age_30-44,asian,Post secondary or higher,california
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",NJ,NJ12,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,new jersey
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",MN,MN03,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,minnesota
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",NJ,NJ03,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,new jersey
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,South,not hispanic,White,"$250,000 and above",FL,FL18,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,florida
Hardly at all,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,male,South,hispanic,Some other race,"Less than $50,000",FL,FL15,"Yes, we speak Spanish.",1,age_45-59,"other race, nec",High school or less,florida
